1503960366,2016-12-04 00:00:00.000,373
1503960366,2016-12-04 01:00:00.000,160
1503960366,2016-12-04 02:00:00.000,151
1503960366,2016-12-04 03:00:00.000,0
1503960366,2016-12-04 04:00:00.000,0
1503960366,2016-12-04 05:00:00.000,0
1503960366,2016-12-04 06:00:00.000,0
1503960366,2016-12-04 07:00:00.000,0
1503960366,2016-12-04 08:00:00.000,250
1503960366,2016-12-04 09:00:00.000,1864
1503960366,2016-12-04 10:00:00.000,676
1503960366,2016-12-04 11:00:00.000,360
1503960366,2016-12-04 12:00:00.000,253
1503960366,2016-12-04 13:00:00.000,221
1503960366,2016-12-04 14:00:00.000,1166
1503960366,2016-12-04 15:00:00.000,2063
1503960366,2016-12-04 16:00:00.000,344
1503960366,2016-12-04 17:00:00.000,489
1503960366,2016-12-04 18:00:00.000,1386
1503960366,2016-12-04 19:00:00.000,558
1503960366,2016-12-04 20:00:00.000,1733
1503960366,2016-12-04 21:00:00.000,684
1503960366,2016-12-04 22:00:00.000,89
1503960366,2016-12-04 23:00:00.000,338
1503960366,2016-04-13 00:00:00.000,144
1503960366,2016-04-13 01:00:00.000,0
1503960366,2016-04-13 02:00:00.000,0
1503960366,2016-04-13 03:00:00.000,36
1503960366,2016-04-13 04:00:00.000,0
1503960366,2016-04-13 05:00:00.000,0
1503960366,2016-04-13 06:00:00.000,0
1503960366,2016-04-13 07:00:00.000,126
1503960366,2016-04-13 08:00:00.000,275
1503960366,2016-04-13 09:00:00.000,1679
1503960366,2016-04-13 10:00:00.000,295
1503960366,2016-04-13 11:00:00.000,524
1503960366,2016-04-13 12:00:00.000,486
1503960366,2016-04-13 13:00:00.000,302
1503960366,2016-04-13 14:00:00.000,1577
1503960366,2016-04-13 15:00:00.000,493
1503960366,2016-04-13 16:00:00.000,299
1503960366,2016-04-13 17:00:00.000,695
1503960366,2016-04-13 18:00:00.000,1343
1503960366,2016-04-13 19:00:00.000,258
1503960366,2016-04-13 20:00:00.000,0
1503960366,2016-04-13 21:00:00.000,0
1503960366,2016-04-13 22:00:00.000,437
1503960366,2016-04-13 23:00:00.000,1766
1503960366,2016-04-14 00:00:00.000,81
1503960366,2016-04-14 01:00:00.000,58
1503960366,2016-04-14 02:00:00.000,0
1503960366,2016-04-14 03:00:00.000,0
1503960366,2016-04-14 04:00:00.000,0
1503960366,2016-04-14 05:00:00.000,0
1503960366,2016-04-14 06:00:00.000,0
1503960366,2016-04-14 07:00:00.000,0
1503960366,2016-04-14 08:00:00.000,0
1503960366,2016-04-14 09:00:00.000,902
1503960366,2016-04-14 10:00:00.000,1106
1503960366,2016-04-14 11:00:00.000,50
1503960366,2016-04-14 12:00:00.000,501
1503960366,2016-04-14 13:00:00.000,1779
1503960366,2016-04-14 14:00:00.000,1228
1503960366,2016-04-14 15:00:00.000,139
1503960366,2016-04-14 16:00:00.000,408
1503960366,2016-04-14 17:00:00.000,37
1503960366,2016-04-14 18:00:00.000,322
1503960366,2016-04-14 19:00:00.000,11
1503960366,2016-04-14 20:00:00.000,806
1503960366,2016-04-14 21:00:00.000,2670
1503960366,2016-04-14 22:00:00.000,362
1503960366,2016-04-14 23:00:00.000,0
1503960366,2016-04-15 00:00:00.000,83
1503960366,2016-04-15 01:00:00.000,75
1503960366,2016-04-15 02:00:00.000,124
1503960366,2016-04-15 03:00:00.000,0
1503960366,2016-04-15 04:00:00.000,0
1503960366,2016-04-15 05:00:00.000,26
1503960366,2016-04-15 06:00:00.000,0
1503960366,2016-04-15 07:00:00.000,7
1503960366,2016-04-15 08:00:00.000,55
1503960366,2016-04-15 09:00:00.000,21
1503960366,2016-04-15 10:00:00.000,154
1503960366,2016-04-15 11:00:00.000,425
1503960366,2016-04-15 12:00:00.000,270
1503960366,2016-04-15 13:00:00.000,373
1503960366,2016-04-15 14:00:00.000,0
1503960366,2016-04-15 15:00:00.000,0
1503960366,2016-04-15 16:00:00.000,0
1503960366,2016-04-15 17:00:00.000,1774
1503960366,2016-04-15 18:00:00.000,509
1503960366,2016-04-15 19:00:00.000,519
1503960366,2016-04-15 20:00:00.000,77
1503960366,2016-04-15 21:00:00.000,280
1503960366,2016-04-15 22:00:00.000,2145
1503960366,2016-04-15 23:00:00.000,2768
1503960366,2016-04-16 00:00:00.000,459
1503960366,2016-04-16 01:00:00.000,0
1503960366,2016-04-16 02:00:00.000,63
1503960366,2016-04-16 03:00:00.000,6
1503960366,2016-04-16 04:00:00.000,6
1503960366,2016-04-16 05:00:00.000,12
1503960366,2016-04-16 06:00:00.000,0
1503960366,2016-04-16 07:00:00.000,101
1503960366,2016-04-16 08:00:00.000,175
1503960366,2016-04-16 09:00:00.000,1181
1503960366,2016-04-16 10:00:00.000,1295
1503960366,2016-04-16 11:00:00.000,2043
1503960366,2016-04-16 12:00:00.000,1513
1503960366,2016-04-16 13:00:00.000,3616
1503960366,2016-04-16 14:00:00.000,580
1503960366,2016-04-16 15:00:00.000,0
1503960366,2016-04-16 16:00:00.000,15
1503960366,2016-04-16 17:00:00.000,380
1503960366,2016-04-16 18:00:00.000,96
1503960366,2016-04-16 19:00:00.000,146
1503960366,2016-04-16 20:00:00.000,385
1503960366,2016-04-16 21:00:00.000,463
1503960366,2016-04-16 22:00:00.000,42
1503960366,2016-04-16 23:00:00.000,92
1503960366,2016-04-17 00:00:00.000,0
1503960366,2016-04-17 01:00:00.000,0
1503960366,2016-04-17 02:00:00.000,0
1503960366,2016-04-17 03:00:00.000,8
1503960366,2016-04-17 04:00:00.000,0
1503960366,2016-04-17 05:00:00.000,0
1503960366,2016-04-17 06:00:00.000,0
1503960366,2016-04-17 07:00:00.000,0
1503960366,2016-04-17 08:00:00.000,0
1503960366,2016-04-17 09:00:00.000,0
1503960366,2016-04-17 10:00:00.000,0
1503960366,2016-04-17 11:00:00.000,84
1503960366,2016-04-17 12:00:00.000,260
1503960366,2016-04-17 13:00:00.000,402
1503960366,2016-04-17 14:00:00.000,252
1503960366,2016-04-17 15:00:00.000,191
1503960366,2016-04-17 16:00:00.000,13
1503960366,2016-04-17 17:00:00.000,2613
1503960366,2016-04-17 18:00:00.000,1616
1503960366,2016-04-17 19:00:00.000,754
1503960366,2016-04-17 20:00:00.000,2955
1503960366,2016-04-17 21:00:00.000,487
1503960366,2016-04-17 22:00:00.000,70
1503960366,2016-04-17 23:00:00.000,0
1503960366,2016-04-18 00:00:00.000,416
1503960366,2016-04-18 01:00:00.000,0
1503960366,2016-04-18 02:00:00.000,0
1503960366,2016-04-18 03:00:00.000,0
1503960366,2016-04-18 04:00:00.000,0
1503960366,2016-04-18 05:00:00.000,0
1503960366,2016-04-18 06:00:00.000,0
1503960366,2016-04-18 07:00:00.000,0
1503960366,2016-04-18 08:00:00.000,0
1503960366,2016-04-18 09:00:00.000,1688
1503960366,2016-04-18 10:00:00.000,380
1503960366,2016-04-18 11:00:00.000,328
1503960366,2016-04-18 12:00:00.000,1306
1503960366,2016-04-18 13:00:00.000,268
1503960366,2016-04-18 14:00:00.000,137
1503960366,2016-04-18 15:00:00.000,495
1503960366,2016-04-18 16:00:00.000,277
1503960366,2016-04-18 17:00:00.000,304
1503960366,2016-04-18 18:00:00.000,4074
1503960366,2016-04-18 19:00:00.000,2101
1503960366,2016-04-18 20:00:00.000,28
1503960366,2016-04-18 21:00:00.000,187
1503960366,2016-04-18 22:00:00.000,542
1503960366,2016-04-18 23:00:00.000,488
1503960366,2016-04-19 00:00:00.000,0
1503960366,2016-04-19 01:00:00.000,22
1503960366,2016-04-19 02:00:00.000,0
1503960366,2016-04-19 03:00:00.000,9
1503960366,2016-04-19 04:00:00.000,0
1503960366,2016-04-19 05:00:00.000,0
1503960366,2016-04-19 06:00:00.000,7
1503960366,2016-04-19 07:00:00.000,316
